"Time","54 lHL swoff","53 rHL swoff","52 LDS cle","51 RDS cle","50 L marks","49 R marks","48 lHL swon","47 lFL swoff","46 rHL swon","45 rFL swoff","44 miry (cm)","43 mirx (cm)","41 CoMx (cm)","40 FRy (cm)","36 HRy (cm)","39 FRx (cm)","38 FLy (cm)","35 HRx (cm)","35a HRx (cm)","37 FLx (cm)","34 HLy (cm)","33 HLx (cm)","42 CoMy (cm)","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","12 Sync","11 Gr","10 St","9 TA","8 Gs","7 VL","6 BF","5 Ip","4 GM","3 Platform","2 Trdml","1 Synch","v3 xCoM","v2 L COP","v1 R COP","42a CoMy (cm)","33a HLx (cm)"
0.000,0,0,1,1,0,0,0,0,0,0,7.522055,0.961709,15.803778,4.246327,4.335799,18.306889,5.814064,12.071552,15.205317,16.300253,6.510726,14.334339,5.407811,103.100624,0,121.881721,100.648224,100.388107,8.968694,19.631390,8.604176,12.245565,8.998514,11.756404,9.976272,12.228036,10.168582,14.017729,11.763591,14.143681,11.883902,15.313293,0,0.00135,0.00099,0.00189,0.00295,0.00087,0.00097,0.00120,0.00067,-1.48773,0.10457,3.21528,5.695366,0.000000,0.000000,5.392599,35.112820
0.001,0,0,1,1,0,0,0,0,0,0,7.523654,0.960831,15.820792,4.251359,4.336103,18.322906,5.811358,12.087337,15.954333,16.310371,6.497524,14.369776,5.408544,102.893486,0,123.201836,101.012344,100.550407,8.963211,19.671385,8.605629,12.242956,9.010337,11.751426,9.978295,12.242589,10.175638,14.031713,11.770205,14.163314,11.889930,15.335341,0,0.00139,0.00100,0.00194,0.00303,0.00088,0.00097,0.00118,0.00067,-1.48552,0.10330,3.21505,5.695936,0.000000,0.000000,5.391210,34.317173
0.002,0,0,1,1,0,0,0,0,0,0,7.525134,0.958887,15.833392,4.250065,4.339038,18.337458,5.808703,12.104712,16.650515,16.322870,6.487975,14.403125,5.409724,102.781746,0,124.599365,101.428032,100.630249,8.951292,19.700109,8.608977,12.242956,9.020489,11.747475,9.976463,12.256882,10.181488,14.045106,11.775644,14.181422,11.893439,15.352663,0,0.00138,0.00103,0.00193,0.00301,0.00091,0.00095,0.00118,0.00068,-1.48720,0.10183,3.21520,5.696980,0.000000,0.000000,5.391252,33.455009
0.003,0,0,1,1,0,0,0,0,0,0,7.526615,0.956942,15.845992,4.248771,4.341972,18.352009,5.806049,12.122087,17.346697,16.335369,6.478426,14.436473,5.410904,102.670013,0,125.996895,101.843712,100.710083,8.939373,19.728832,8.612326,12.242956,9.030641,11.743524,9.974632,12.271174,10.187338,14.058498,11.781082,14.199530,11.896949,15.369986,0,0.00140,0.00103,0.00193,0.00314,0.00090,0.00095,0.00117,0.00069,-1.48819,0.10130,3.21533,5.698108,0.000000,0.000000,5.391294,32.592850
0.004,0,0,1,1,0,0,0,0,0,0,7.528095,0.954998,15.858592,4.247478,4.344907,18.366560,5.803394,12.139462,18.042879,16.347868,6.468877,14.469822,5.412084,102.558281,0,127.394424,102.259392,100.789925,8.927454,19.757557,8.615674,12.242956,9.040792,11.739573,9.972800,12.285467,10.193188,14.071891,11.786521,14.217638,11.900458,15.387307,0,0.00143,0.00102,0.00224,0.00317,0.00091,0.00092,0.00119,0.00069,-1.48582,0.10101,3.21533,5.699492,0.000000,0.000000,5.391337,31.730686
0.005,0,0,1,1,0,0,0,0,0,0,7.527980,0.950973,15.870628,4.248516,4.347820,18.380274,5.800744,12.157855,18.707752,16.362209,6.459787,14.501449,5.413208,102.710030,0,128.612244,102.786041,100.884338,8.908462,19.786600,8.617325,12.242956,9.047314,11.741173,9.970216,12.301922,10.199876,14.087153,11.792593,14.239266,11.903522,15.406188,0,0.00144,0.00105,0.00229,0.00319,0.00101,0.00096,0.00119,0.00068,-1.48567,0.10003,3.21520,5.700859,0.000000,0.000000,5.392273,30.843449
0.006,0,0,1,1,0,0,0,0,0,0,7.525679,0.944099,15.881892,4.252749,4.350702,18.392838,5.798098,12.177642,19.329742,16.379072,6.451327,14.530718,5.414252,103.222664,0,129.583923,103.464676,100.998718,8.879781,19.816086,8.616650,12.242956,9.048863,11.750376,9.966600,12.321339,10.207714,14.104979,11.799533,14.265717,11.905978,15.427201,0,0.00143,0.00111,0.00226,0.00308,0.00101,0.00105,0.00112,0.00069,-1.48788,0.10106,3.21436,5.702180,0.000000,0.000000,5.394434,29.921867
0.007,0,0,1,1,0,0,0,0,0,0,7.523378,0.937226,15.893157,4.256983,4.353585,18.405403,5.795453,12.197429,19.951731,16.395937,6.442867,14.559987,5.415298,103.735306,0,130.555603,104.143318,101.113098,8.851100,19.845570,8.615974,12.242956,9.050413,11.759580,9.962985,12.340755,10.215552,14.122804,11.806473,14.292167,11.908433,15.448215,0,0.00135,0.00104,0.00212,0.00290,0.00098,0.00103,0.00114,0.00069,-1.48560,0.10271,3.21376,5.703405,0.000000,0.000000,5.396595,29.000284
0.008,0,0,1,1,0,0,0,0,0,0,7.521077,0.930352,15.904422,4.261216,4.356467,18.417967,5.792807,12.217216,20.573721,16.412800,6.434407,14.589256,5.416342,104.247940,0,131.527283,104.821953,101.227478,8.822419,19.875053,8.615299,12.242956,9.051963,11.768783,9.959369,12.360171,10.223391,14.140629,11.813413,14.318617,11.910888,15.469229,0,0.00138,0.00104,0.00213,0.00295,0.00099,0.00101,0.00112,0.00069,-1.48727,0.10292,3.21445,5.704340,0.000000,0.000000,5.398756,28.078703
0.009,0,0,1,1,0,0,0,0,0,0,7.518457,0.925459,15.916936,4.270457,4.356263,18.429825,5.790171,12.238047,21.175209,16.432005,6.432304,14.616990,5.417477,104.695259,0,132.498550,105.251488,101.125488,8.793307,19.897949,8.616155,12.242956,9.054151,11.779571,9.957614,12.383416,10.231375,14.162452,11.821071,14.343670,11.914027,15.493971,0,0.00144,0.00104,0.00216,0.00311,0.00100,0.00100,0.00113,0.00068,-1.48712,0.10171,3.21504,5.705203,0.000000,0.000000,5.398761,27.156084
0.010,0,0,1,1,0,0,0,0,0,0,7.515401,0.923277,15.931162,4.286557,4.351831,18.440712,5.787548,12.260307,21.748615,16.454420,6.438910,14.642623,5.418735,105.053116,0,133.469254,105.339836,100.727158,8.763607,19.911818,8.619106,12.242956,9.057212,11.792529,9.958407,12.411903,10.239559,14.189753,11.829713,14.366808,11.918105,15.523819,0,0.00148,0.00110,0.00219,0.00327,0.00109,0.00105,0.00107,0.00069,-1.48705,0.10256,3.21512,5.705851,0.000000,0.000000,5.395813,26.232048
0.011,0,0,1,1,0,0,0,0,0,0,7.512344,0.921096,15.945389,4.302658,4.347399,18.451599,5.784925,12.282568,22.322021,16.476833,6.445515,14.668255,5.419993,105.410973,0,134.439972,105.428185,100.328827,8.733906,19.925688,8.622057,12.242956,9.060274,11.805488,9.959201,12.440391,10.247745,14.217052,11.838355,14.389946,11.922183,15.553667,0,0.00152,0.00109,0.00220,0.00334,0.00113,0.00104,0.00104,0.00069,-1.48979,0.10335,3.21517,5.706768,0.000000,0.000000,5.392865,25.308012
0.012,0,0,1,1,0,0,0,0,0,0,7.509288,0.918915,15.959615,4.318758,4.342967,18.462486,5.782301,12.304829,22.895428,16.499249,6.452120,14.693888,5.421251,105.768829,0,135.410675,105.516533,99.930496,8.704205,19.939558,8.625009,12.242956,9.063335,11.818446,9.959994,12.468878,10.255929,14.244353,11.846996,14.413084,11.926261,15.583516,0,0.00158,0.00108,0.00222,0.00350,0.00113,0.00105,0.00099,0.00068,-1.48849,0.10264,3.21509,5.708496,0.000000,0.000000,5.389917,24.383976
0.013,0,0,1,1,0,0,0,0,0,0,7.510378,0.917541,15.972268,4.329990,4.341390,18.472395,5.779631,12.328118,23.451090,16.523920,6.453648,14.717955,5.423431,106.841080,0,136.317322,105.567482,99.562897,8.684626,19.938974,8.627604,12.242956,9.070505,11.834817,9.962810,12.499272,10.264403,14.273822,11.855861,14.438899,11.930432,15.610115,0,0.00166,0.00109,0.00226,0.00359,0.00112,0.00105,0.00101,0.00067,-1.48697,0.10135,3.21514,5.710709,0.000000,0.000000,5.391584,23.464626
0.014,0,0,1,1,0,0,0,0,0,0,7.517147,0.917272,15.982769,4.334556,4.343724,18.480967,5.776896,12.352816,23.982450,16.551685,6.448222,14.739877,5.426873,108.891815,0,137.136230,105.567215,99.237404,8.678909,19.918596,8.629709,12.242956,9.083300,11.855860,9.968393,12.532279,10.273273,14.306259,11.865029,14.468380,11.934730,15.632263,0,0.00168,0.00107,0.00226,0.00376,0.00099,0.00104,0.00096,0.00060,-1.48750,0.10190,3.21582,5.714380,0.000000,0.000000,5.399572,22.551691
0.015,0,0,1,1,0,0,0,0,0,0,7.523915,0.917003,15.993269,4.339121,4.346057,18.489538,5.774161,12.377513,24.513811,16.579451,6.442796,14.761800,5.430316,110.942543,0,137.955154,105.566940,98.911903,8.673194,19.898216,8.631816,12.242956,9.096094,11.876904,9.973977,12.565285,10.282145,14.338697,11.874198,14.497861,11.939027,15.654411,0,0.00171,0.00106,0.00222,0.00382,0.00091,0.00104,0.00092,0.00060,-1.48643,0.10240,3.21620,5.718175,0.000000,0.000000,5.407560,21.638758
0.016,0,0,1,1,0,0,0,0,0,0,7.530684,0.916733,16.003769,4.343686,4.348391,18.498110,5.771427,12.402210,25.045172,16.607216,6.437370,14.783722,5.433759,112.993279,0,138.774063,105.566673,98.586411,8.667478,19.877838,8.633922,12.242956,9.108889,11.897947,9.979562,12.598291,10.291015,14.371135,11.883366,14.527341,11.943324,15.676559,0,0.00170,0.00104,0.00208,0.00389,0.00090,0.00105,0.00089,0.00059,-1.48735,0.10163,3.21498,5.722340,0.000000,0.000000,5.415548,20.725822
0.017,0,0,1,1,0,0,0,0,0,0,7.531670,0.917847,16.018887,4.345561,4.349268,18.505833,5.768712,12.427578,25.564041,16.636862,6.432515,14.804134,5.437201,118.123993,0,138.311523,105.135231,98.197128,8.663476,19.859529,8.643071,12.242956,9.125540,11.939955,9.992187,12.632238,10.296598,14.406116,11.889462,14.556623,11.945472,15.702200,0,0.00170,0.00102,0.00202,0.00393,0.00093,0.00102,0.00086,0.00059,-1.48628,0.10039,3.21409,5.726332,0.000000,0.000000,5.421440,19.813454
0.018,0,0,1,1,0,0,0,0,0,0,7.524736,0.920853,16.040327,4.343750,4.348149,18.512392,5.766025,12.453864,26.065798,16.669086,6.428442,14.822479,5.440643,127.473259,0,136.093826,104.113228,97.720497,8.661820,19.844061,8.661867,12.242956,9.147472,12.010675,10.014456,12.667474,10.297681,14.444578,11.891348,14.585632,11.944674,15.732624,0,0.00169,0.00100,0.00193,0.00393,0.00095,0.00103,0.00086,0.00059,-1.48758,0.10068,3.21493,5.729803,0.000000,0.000000,5.424462,18.901861
0.019,0,0,1,1,0,0,0,0,0,0,7.517802,0.923860,16.061769,4.341939,4.347031,18.518950,5.763337,12.480151,26.567554,16.701309,6.424369,14.840824,5.444086,136.822525,0,133.876114,103.091225,97.243858,8.660166,19.828590,8.680663,12.242956,9.169405,12.081396,10.036725,12.702709,10.298762,14.483041,11.893234,14.614641,11.943877,15.763048,0,0.00168,0.00103,0.00188,0.00394,0.00096,0.00102,0.00088,0.00059,-1.48697,0.10066,3.21560,5.733351,0.000000,0.000000,5.427484,17.990267
0.020,0,0,1,1,0,0,0,0,0,0,7.510869,0.926867,16.083210,4.340129,4.345912,18.525509,5.760650,12.506437,27.069311,16.733532,6.420296,14.859169,5.447528,146.171799,0,131.658417,102.069221,96.767227,8.658510,19.813122,8.699459,12.242956,9.191338,12.152118,10.058994,12.737945,10.299845,14.521504,11.895121,14.643650,11.943079,15.793472,0,0.00177,0.00106,0.00197,0.00416,0.00094,0.00101,0.00087,0.00058,-1.48804,0.09979,3.21537,5.737129,0.000000,0.000000,5.430505,17.078674
0.021,0,0,1,1,0,0,0,0,0,0,7.508775,0.929016,16.107983,4.339281,4.348825,18.531437,5.757949,12.533585,27.563351,16.767361,6.417768,14.876084,5.451509,154.495834,0,128.891785,100.957054,96.219749,8.656940,19.802557,8.715661,12.251708,9.209470,12.229076,10.083039,12.774377,10.301234,14.560843,11.897277,14.672273,11.941980,15.822023,0,0.00178,0.00108,0.00197,0.00423,0.00095,0.00102,0.00087,0.00060,-1.48712,0.09873,3.21533,5.741208,0.000000,0.000000,5.435894,16.156368
0.022,0,0,1,1,0,0,0,0,0,0,7.513311,0.929990,16.137314,4.339751,4.357261,18.536501,5.755232,12.561912,28.046820,16.803387,6.417357,14.891042,5.456229,161.415680,0,125.373306,99.721405,95.575256,8.655484,19.798714,8.728310,12.272446,9.222398,12.314578,10.109517,12.812447,10.303045,14.601383,11.899803,14.700366,11.940470,15.848009,0,0.00183,0.00102,0.00196,0.00445,0.00091,0.00100,0.00089,0.00060,-1.48781,0.09881,3.21624,5.746192,0.000000,0.000000,5.444524,15.219387
0.023,0,0,1,1,0,0,0,0,0,0,7.517848,0.930965,16.166645,4.340221,4.365696,18.541567,5.752515,12.590238,28.530287,16.839415,6.416945,14.905999,5.460948,168.335526,0,121.854820,98.485756,94.930756,8.654028,19.794868,8.740958,12.293184,9.235325,12.400081,10.135994,12.850516,10.304856,14.641923,11.902329,14.728459,11.938959,15.873994,0,0.00182,0.00100,0.00197,0.00446,0.00090,0.00097,0.00101,0.00059,-1.48781,0.09863,3.21685,5.751297,0.000000,0.000000,5.453155,14.282407
0.024,0,0,1,1,0,0,0,0,0,0,7.522384,0.931939,16.195976,4.340692,4.374132,18.546631,5.749798,12.618564,29.013756,16.875441,6.416534,14.920958,5.465668,175.255371,0,118.336342,97.250099,94.286263,8.652573,19.791025,8.753607,12.313922,9.248253,12.485583,10.162472,12.888587,10.306667,14.682463,11.904856,14.756552,11.937449,15.899979,0,0.00183,0.00100,0.00168,0.00442,0.00090,0.00098,0.00113,0.00059,-1.48903,0.09762,3.21586,5.756763,0.000000,0.000000,5.461785,13.345427
0.025,0,0,1,1,0,0,0,0,0,0,7.523402,0.932728,16.221268,4.341441,4.381927,18.551060,5.747097,12.647729,29.488766,16.912973,6.414857,14.934299,5.470534,178.517242,0,115.257721,96.184471,93.819786,8.650981,19.783695,8.765189,12.355396,9.261898,12.564609,10.184589,12.925985,10.306945,14.721685,11.905646,14.785520,11.936131,15.924705,0,0.00183,0.00099,0.00159,0.00432,0.00079,0.00094,0.00116,0.00060,-1.48796,0.09667,3.21499,5.762160,0.000000,0.000000,5.467263,12.398561
0.026,0,0,1,1,0,0,0,0,0,0,7.519602,0.933262,16.241026,4.342574,4.388846,18.554613,5.744418,12.678044,29.952192,16.952570,6.411446,14.945425,5.475600,176.768906,0,112.781578,95.351707,93.597145,8.649204,19.771591,8.775311,12.425271,9.276527,12.634761,10.200737,12.962463,10.305122,14.759104,11.904061,14.815683,11.935081,15.947705,0,0.00182,0.00090,0.00156,0.00426,0.00075,0.00081,0.00121,0.00061,-1.49261,0.09703,3.21476,5.767350,0.000000,0.000000,5.468423,11.438157
0.027,0,0,1,1,0,0,0,0,0,0,7.515801,0.933797,16.260784,4.343706,4.395765,18.558168,5.741738,12.708359,30.415617,16.992165,6.408035,14.956553,5.480666,175.020584,0,110.305428,94.518944,93.374504,8.647427,19.759485,8.785433,12.495147,9.291157,12.704914,10.216885,12.998941,10.303299,14.796522,11.902475,14.845847,11.934031,15.970706,0,0.00181,0.00090,0.00152,0.00430,0.00077,0.00079,0.00120,0.00060,-1.48682,0.09718,3.21457,5.772502,0.000000,0.000000,5.469583,10.477752
0.028,0,0,1,1,0,0,0,0,0,0,7.512002,0.934331,16.280542,4.344839,4.402684,18.561724,5.739059,12.738674,30.879044,17.031759,6.404624,14.967679,5.485732,173.272247,0,107.829277,93.686188,93.151855,8.645649,19.747381,8.795554,12.565022,9.305786,12.775066,10.233032,13.035419,10.301476,14.833941,11.900890,14.876011,11.932981,15.993708,0,0.00177,0.00097,0.00155,0.00423,0.00079,0.00078,0.00123,0.00060,-1.48735,0.09649,3.21457,5.777539,0.000000,0.000000,5.470742,9.517347
0.029,0,0,1,1,0,0,0,0,0,0,7.510766,0.937282,16.297709,4.346144,4.405201,18.564426,5.736402,12.769779,31.333319,17.072020,6.402879,14.977057,5.490963,172.330978,0,105.451996,92.736298,92.723083,8.645106,19.737112,8.804921,12.643179,9.318604,12.845624,10.249007,13.074504,10.300313,14.873665,11.899883,14.904461,11.931393,16.018625,0,0.00176,0.00101,0.00157,0.00408,0.00077,0.00077,0.00130,0.00061,-1.48788,0.09792,3.21472,5.782625,0.000000,0.000000,5.472059,8.555498
0.030,0,0,1,1,0,0,0,0,0,0,7.513044,0.943544,16.311323,4.347687,4.401691,18.565962,5.733776,12.801968,31.775059,17.113192,6.403414,14.984040,5.496418,172.495087,0,103.210136,91.625984,92.011986,8.646255,19.729353,8.813252,12.732678,9.328938,12.916737,10.264745,13.117156,10.300053,14.916550,11.899669,14.930563,11.929069,16.046169,0,0.00171,0.00111,0.00151,0.00400,0.00071,0.00073,0.00142,0.00065,-1.48544,0.10015,3.21563,5.787858,0.000000,0.000000,5.473591,7.591671
0.031,0,0,1,1,0,0,0,0,0,1,7.515321,0.949805,16.324938,4.349230,4.398180,18.567497,5.731150,12.834156,32.216797,17.154364,6.403950,14.991023,5.501873,172.659210,0,100.968269,90.515678,91.300880,8.647402,19.721596,8.821585,12.822179,9.339272,12.987849,10.280482,13.159809,10.299792,14.959434,11.899453,14.956665,11.926744,16.073711,0,0.00174,0.00125,0.00145,0.00418,0.00065,0.00073,0.00147,0.00067,-1.48796,0.10088,3.21640,5.793273,0.000000,0.000000,5.475123,6.627845
0.032,0,0,1,1,0,0,0,0,0,0,7.517599,0.956067,16.338551,4.350773,4.394670,18.569033,5.728523,12.866343,32.658539,17.195536,6.404485,14.998006,5.507328,172.823318,0,98.726410,89.405365,90.589783,8.648550,19.713837,8.829916,12.911678,9.349606,13.058961,10.296220,13.202461,10.299533,15.002318,11.899239,14.982767,11.924418,16.101255,0,0.00171,0.00145,0.00141,0.00408,0.00065,0.00078,0.00160,0.00076,-1.48598,0.10038,3.21640,5.799235,0.000000,0.000000,5.476655,5.664018
0.033,0,0,1,1,0,0,0,0,0,0,7.517182,0.955528,16.358511,4.352306,4.392462,18.569851,5.725892,12.899275,33.084263,17.237036,6.402641,15.003230,5.512820,173.180466,0,96.644836,88.325493,89.763710,8.648099,19.703701,8.838716,13.000798,9.359125,13.129019,10.309753,13.245607,10.298863,15.045517,11.898271,15.008445,11.919601,16.124886,0,0.00239,0.00157,0.00143,0.00430,0.00074,0.00094,0.00189,0.00091,-1.48605,0.10207,3.21633,5.805403,0.000000,0.000000,5.485543,4.720399
0.034,0,0,1,1,0,0,0,0,0,0,7.513075,0.945676,16.387161,4.353825,4.392037,18.569689,5.723254,12.933223,33.488049,17.278984,6.397539,15.006044,5.518363,173.801987,0,94.782814,87.287308,88.780182,8.645457,19.690308,8.848157,13.089397,9.367529,13.197630,10.320269,13.289429,10.297632,15.089146,11.896272,15.033542,11.911369,16.143156,0,0.00310,0.00172,0.00196,0.00427,0.00080,0.00101,0.00215,0.00116,-1.48613,0.10373,3.21587,5.812190,0.000000,0.000000,5.504505,3.804460
0.035,0,0,1,1,0,0,0,0,0,0,7.508968,0.935823,16.415810,4.355344,4.391613,18.569527,5.720615,12.967171,33.891834,17.320932,6.392436,15.008860,5.523907,174.423492,0,92.920799,86.249123,87.796646,8.642816,19.676914,8.857597,13.177997,9.375933,13.266242,10.330783,13.333249,10.296402,15.132774,11.894272,15.058639,11.903138,16.161425,0,0.00358,0.00175,0.00232,0.00418,0.00081,0.00099,0.00226,0.00134,-1.48567,0.10361,3.21539,5.818840,0.000000,0.000000,5.523468,2.888520
0.036,0,0,1,1,0,0,0,0,0,0,7.504861,0.925971,16.444460,4.356863,4.391189,18.569365,5.717977,13.001119,34.295624,17.362881,6.387334,15.011674,5.529450,175.045013,0,91.058777,85.210938,86.813110,8.640174,19.663523,8.867038,13.266596,9.384336,13.334854,10.341298,13.377070,10.295172,15.176404,11.892273,15.083735,11.894907,16.179695,0,0.00392,0.00176,0.00258,0.00421,0.00081,0.00101,0.00242,0.00148,-1.48621,0.10277,3.21478,5.825081,0.000000,0.000000,5.542430,1.972581
0.037,0,0,1,1,0,0,0,0,0,0,7.503335,0.921957,16.479445,4.358169,4.390045,18.568020,5.715336,13.035687,34.680927,17.404913,6.383957,15.013018,5.534550,175.291092,0,89.301697,84.332542,85.943077,8.638241,19.652391,8.874359,13.348158,9.391179,13.400330,10.347585,13.418071,10.292559,15.217219,11.888732,15.107965,11.886030,16.200581,0,0.00451,0.00181,0.00261,0.00438,0.00082,0.00104,0.00254,0.00151,-1.48689,0.10350,3.21431,5.830936,0.000000,0.000000,5.553285,1.095662
0.038,1,0,1,1,0,0,0,0,0,0,7.505347,0.925940,16.523108,4.359180,4.387916,18.565058,5.712692,13.071106,35.040913,17.447058,6.382945,15.012345,5.539040,175.022934,0,87.688354,83.672989,85.228493,8.637279,19.644360,8.878778,13.420081,9.395883,13.461511,10.348079,13.455208,10.288052,15.254181,11.883079,15.131005,11.876268,16.225052,0,0.00483,0.00185,0.00269,0.00437,0.00081,0.00103,0.00274,0.00160,-1.48773,0.10373,3.21462,5.835630,0.000000,0.000000,5.553034,0.272189
0.039,0,0,1,1,0,0,0,0,0,0,7.507359,0.929924,16.566769,4.360192,4.385787,18.562094,5.710048,13.106524,35.400902,17.489202,6.381932,15.011673,5.543530,174.754776,0,86.075012,83.013443,84.513908,8.636316,19.636328,8.883198,13.492004,9.400587,13.522691,10.348573,13.492345,10.283545,15.291143,11.877426,15.154045,11.866508,16.249521,0,0.00489,0.00201,0.00277,0.00441,0.00082,0.00104,0.00277,0.00164,-1.48880,0.10266,3.21489,5.840190,0.000000,0.000000,5.552783,-0.551284
0.040,0,0,1,1,0,0,0,0,0,0,7.509370,0.933907,16.610432,4.361204,4.383659,18.559130,5.707403,13.141943,35.760887,17.531347,6.380919,15.011001,5.548019,174.486633,0,84.461670,82.353889,83.799324,8.635354,19.628296,8.887617,13.563928,9.405291,13.583872,10.349067,13.529482,10.279037,15.328105,11.871773,15.177086,11.856747,16.273993,0,0.00494,0.00226,0.00261,0.00468,0.00083,0.00106,0.00279,0.00167,-1.48811,0.10128,3.21496,5.844346,0.000000,0.000000,5.552533,-1.374757
0.041,0,0,1,1,0,0,0,0,0,0,7.509361,0.935191,16.639612,4.362042,4.381462,18.555311,5.704765,13.177929,36.099949,17.573387,6.379717,15.008934,5.552167,173.590240,0,82.983177,82.103447,83.257500,8.635095,19.618124,8.892927,13.628896,9.409492,13.642118,10.339750,13.562781,10.274668,15.361460,11.866379,15.199096,11.848785,16.296890,0,0.00495,0.00244,0.00267,0.00468,0.00081,0.00106,0.00281,0.00171,-1.48613,0.10103,3.21505,5.848584,0.000000,0.000000,5.557290,-2.140654
0.042,0,0,1,1,0,0,0,0,0,0,7.506584,0.932779,16.648962,4.362642,4.379170,18.550322,5.702135,13.214694,36.410351,17.615288,6.378254,15.004957,5.555846,171.833374,0,81.689369,82.413345,82.952301,8.635797,19.605021,8.899457,13.684339,9.413006,13.696348,10.316994,13.590825,10.270486,15.389873,11.861339,15.219694,11.843289,16.317636,0,0.00495,0.00254,0.00270,0.00436,0.00082,0.00106,0.00277,0.00174,-1.48720,0.10031,3.21520,5.853069,0.000000,0.000000,5.568905,-2.827692
0.043,0,0,1,1,0,0,0,0,0,0,7.503807,0.930367,16.658310,4.363241,4.376879,18.545332,5.699505,13.251459,36.720753,17.657188,6.376791,15.000980,5.559525,170.076508,0,80.395561,82.723244,82.647110,8.636499,19.591917,8.905988,13.739781,9.416519,13.750577,10.294238,13.618869,10.266305,15.418285,11.856299,15.240294,11.837792,16.338385,0,0.00495,0.00274,0.00269,0.00433,0.00082,0.00106,0.00266,0.00178,-1.48796,0.09884,3.21531,5.857444,0.000000,0.000000,5.580521,-3.514730
0.044,0,0,1,1,0,0,0,0,0,0,7.501030,0.927955,16.667660,4.363841,4.374588,18.540342,5.696875,13.288224,37.031151,17.699089,6.375328,14.997003,5.563203,168.319641,0,79.101753,83.033134,82.341911,8.637201,19.578814,8.912518,13.795224,9.420033,13.804806,10.271482,13.646912,10.262123,15.446698,11.851259,15.260892,11.832296,16.359131,0,0.00493,0.00281,0.00270,0.00434,0.00083,0.00107,0.00256,0.00186,-1.48682,0.09894,3.21516,5.861487,0.000000,0.000000,5.592136,-4.201768
0.045,0,0,1,1,0,0,0,0,0,0,7.499674,0.926576,16.685986,4.364251,4.375548,18.534391,5.694223,13.325521,37.313938,17.740990,6.373800,14.992067,5.566373,166.041489,0,77.666901,83.349442,81.921974,8.637264,19.569704,8.913165,13.850650,9.422706,13.862263,10.249468,13.677286,10.260081,15.477053,11.848144,15.282387,11.827332,16.378313,0,0.00492,0.00284,0.00276,0.00436,0.00084,0.00107,0.00256,0.00187,-1.48689,0.10137,3.21499,5.865248,0.000000,0.000000,5.600477,-4.812562
0.046,0,0,1,1,0,0,0,0,0,0,7.500264,0.926613,16.716604,4.364401,4.380962,18.527122,5.691541,13.363549,37.558895,17.782892,6.372183,14.985819,5.568847,163.049362,0,76.038864,83.674515,81.344864,8.636449,19.566067,8.905754,13.906054,9.424229,13.924140,10.228469,13.710851,10.260969,15.510069,11.847662,15.305109,11.823094,16.395353,0,0.00494,0.00287,0.00289,0.00442,0.00085,0.00109,0.00252,0.00185,-1.48712,0.10219,3.21476,5.868163,0.000000,0.000000,5.604332,-5.318929
0.047,0,0,1,1,0,0,0,0,0,0,7.500853,0.926650,16.747225,4.364551,4.386377,18.519854,5.688859,13.401577,37.803856,17.824793,6.370565,14.979570,5.571321,160.057236,0,74.410828,83.999588,80.767761,8.635634,19.562429,8.898343,13.961458,9.425752,13.986018,10.207471,13.744416,10.261856,15.543084,11.847180,15.327831,11.818857,16.412394,0,0.00500,0.00291,0.00291,0.00442,0.00085,0.00109,0.00249,0.00186,-1.48880,0.10159,3.21467,5.870934,0.000000,0.000000,5.608188,-5.825295
0.048,0,0,1,1,0,0,0,0,0,0,7.501442,0.926686,16.777845,4.364701,4.391791,18.512585,5.686176,13.439605,38.048817,17.866695,6.368948,14.973322,5.573794,157.065109,0,72.782791,84.324661,80.190651,8.634820,19.558790,8.890932,14.016862,9.427275,14.047895,10.186472,13.777981,10.262744,15.576100,11.846700,15.350554,11.814620,16.429432,0,0.00500,0.00286,0.00287,0.00444,0.00084,0.00110,0.00253,0.00187,-1.48643,0.10311,3.21528,5.873273,0.000000,0.000000,5.612043,-6.331661
0.049,0,0,1,1,0,0,0,0,0,0,7.503743,0.926114,16.803991,4.366476,4.395100,18.505049,5.683499,13.478017,38.263268,17.908560,6.368869,14.966175,5.576007,154.356018,0,70.670364,84.693451,79.683418,8.632990,19.553516,8.889659,14.084924,9.427949,14.115306,10.166250,13.810137,10.263857,15.607309,11.846611,15.373156,11.810935,16.448074,0,0.00501,0.00284,0.00289,0.00456,0.00083,0.00111,0.00253,0.00186,-1.48796,0.10492,3.21579,5.875604,0.000000,0.000000,5.616990,-6.757887
0.050,0,0,1,1,0,0,0,0,0,0,7.508387,0.924707,16.824009,4.370475,4.395523,18.497149,5.680830,13.516954,38.435932,17.950373,6.370897,14.957799,5.577862,152.034592,0,67.894501,85.122131,79.271889,8.629769,19.546000,8.896790,14.170323,9.427460,14.190293,10.147094,13.840362,10.265277,15.636044,11.847060,15.395595,11.808007,16.468910,0,0.00504,0.00272,0.00292,0.00452,0.00081,0.00112,0.00240,0.00184,-1.48766,0.10492,3.21579,5.877912,0.000000,0.000000,5.623430,-7.074348
