"Time","m4 HLl swoff","44 miry (cm)","43 mirx (cm)","42a CoMy (cm)","42 CoMy (cm)","41 CoMx (cm)","40 FRy (cm)","m1 FLr swoff","39a FRx (cm)","v2 R COP","47 RDS cle","45 R marks","39 FRx (cm)","38 FLy (cm)","36 HRy (cm)","m3 HLr swoff","35a HRx (cm)","35 HRx (cm)","v3 L COP","m2 FLl swoff","52 HLl swoff","51 HLr swoff","50 FLl swoff","49 FLr swoff","48 LDS cle","46 L marks","37a FLx (cm)","37 FLx (cm)","34 HLy (cm)","33a HLx (cm)","33 HLx (cm)","v1 xCoM","32 MTP ang","31 Keyboard","30 ankle ang","29 knee ang","28 hip ang","27 FLty (cm)","26 FLtx (cm)","25 toey (cm)","24 toex (cm)","23 MTPy (cm)","22 MTPx (cm)","21 anky (cm)","20 ankx (cm)","19 kny (cm)","18 knx (cm)","17 Hipy (cm)","16 Hipx (cm)","15 Cry (cm)","14 Crx (cm)","11 Gr","10 Gs","9 TA","8 St","7 BF","6 Ip","5 VL","4 GM","3 Platform","2 Trdml","12 Sync","1 Synch"
0.000,0,7.510703,0.724681,-6.014148,6.103888,17.830965,5.216549,0,10.059184,0.000000,0,0,19.480005,7.208562,4.784912,0,-7.475288,16.191143,0.000000,0,0,0,0,0,0,0,-6.344447,18.977455,7.146174,31.277645,16.267351,5.798835,159.766602,0,49.535954,78.887154,76.497330,8.721548,19.978428,8.607045,16.894470,8.600932,16.216257,8.894109,15.398067,9.689722,16.786232,10.747410,15.869011,11.239431,16.817083,-0.01548,-0.01385,-0.02219,0.00372,0.00714,-0.01244,0.00535,0.00294,-1.10409,0.09797,0,3.27726
0.001,0,7.513123,0.730790,-5.916021,6.097749,17.826113,5.209178,0,10.355419,0.000000,0,0,19.490574,7.214003,4.788089,0,-7.505726,16.183842,0.000000,0,0,0,0,0,0,0,-6.373375,18.970901,7.149169,31.158241,16.299973,5.797878,159.411377,0,49.845078,78.844849,76.348656,8.720898,20.022198,8.608410,16.888544,8.601747,16.209471,8.898407,15.395543,9.694016,16.783710,10.751030,15.865710,11.242663,16.817326,-0.01800,-0.01346,-0.02142,0.00215,0.00908,-0.01211,0.00486,0.00210,-1.08809,0.09890,0,3.27684
0.002,0,7.519872,0.730374,-5.795731,6.091698,17.829058,5.193558,0,10.528980,0.000000,0,0,19.501776,7.216215,4.789210,0,-7.536329,16.176245,0.000000,0,0,0,0,0,0,0,-6.412767,18.964529,7.150084,30.847206,16.331732,5.797522,158.748779,0,50.125134,78.724144,76.350395,8.735987,20.029766,8.612951,16.885145,8.603517,16.203249,8.906055,15.392401,9.697887,16.782700,10.755455,15.865340,11.246708,16.817551,-0.01747,-0.01396,-0.02043,0.00245,0.00870,-0.01319,0.00586,0.00166,-1.07149,0.10221,0,3.27715
0.003,0,7.527509,0.728621,-5.670902,6.085665,17.833601,5.176248,0,10.677416,0.000000,0,0,19.513107,7.217766,4.789911,0,-7.566966,16.168587,0.000000,0,0,0,0,0,0,0,-6.454301,18.958193,7.150572,30.496920,16.363314,5.797310,158.023224,0,50.399231,78.587379,76.382935,8.754299,20.029919,8.618143,16.882265,8.605482,16.197142,8.914391,15.389132,9.701673,16.782000,10.760044,15.865570,11.250919,16.817774,-0.01878,-0.01245,-0.02046,0.00306,0.00964,-0.01301,0.00665,0.00291,-1.05424,0.10335,0,3.27743
0.004,0,7.535146,0.726868,-5.546072,6.079633,17.838142,5.158937,0,10.825850,0.000000,0,0,19.524439,7.219317,4.790611,0,-7.597603,16.160929,0.000000,0,0,0,0,0,0,0,-6.495836,18.951857,7.151061,30.146633,16.394896,5.797937,157.297668,0,50.673332,78.450615,76.415482,8.772612,20.030073,8.623336,16.879383,8.607448,16.191036,8.922725,15.385863,9.705458,16.781300,10.764634,15.865799,11.255131,16.817995,-0.01779,-0.01246,-0.01993,0.00409,0.00941,-0.01203,0.00458,0.00423,-1.01718,0.10184,0,3.27727
0.005,0,7.542783,0.725114,-5.421243,6.073600,17.842686,5.141627,0,10.974286,0.000000,0,0,19.535770,7.220869,4.791312,0,-7.628240,16.153271,0.000000,0,0,0,0,0,0,0,-6.537370,18.945520,7.151550,29.796347,16.426477,5.798739,156.572113,0,50.947433,78.313850,76.448029,8.790924,20.030226,8.628528,16.876503,8.609413,16.184929,8.931060,15.382595,9.709242,16.780598,10.769224,15.866029,11.259342,16.818216,-0.01633,-0.01370,-0.02125,0.00229,0.00852,-0.01202,0.00629,0.00208,-0.99755,0.10382,0,3.27716
0.006,0,7.544282,0.727984,-5.271942,6.068225,17.844511,5.126580,0,11.024981,0.000000,0,0,19.547007,7.220859,4.791291,0,-7.640143,16.145409,0.000000,0,0,0,0,0,0,0,-6.571344,18.938643,7.157455,29.322933,16.456112,5.800555,156.059433,0,51.140038,78.115692,76.431656,8.828695,20.075191,8.632546,16.866255,8.611478,16.174747,8.936226,15.378568,9.710569,16.778690,10.769894,15.863362,11.261252,16.816940,-0.01702,-0.01336,-0.02023,0.00291,0.00900,-0.01272,0.00583,0.00156,-0.97833,0.10575,0,3.27761
0.007,0,7.544524,0.731800,-5.117628,6.062986,17.845779,5.111995,0,11.055658,0.000000,0,0,19.558222,7.220529,4.791122,0,-7.648210,16.137506,0.000000,0,0,0,0,0,0,0,-6.603769,18.931654,7.164470,28.824301,16.485350,5.802542,155.590347,0,51.315948,77.904953,76.405273,8.870453,20.129333,8.636324,16.854498,8.613564,16.163731,8.940743,15.374385,9.711392,16.776537,10.769759,15.860103,11.262691,16.815359,-0.01949,-0.01392,-0.01993,0.00382,0.00828,-0.01307,0.00453,0.00621,-0.95586,0.10601,0,3.27802
0.008,0,7.544765,0.735616,-4.963314,6.057746,17.847048,5.097411,0,11.086335,0.000000,0,0,19.569437,7.220199,4.790954,0,-7.656276,16.129604,0.000000,0,0,0,0,0,0,0,-6.636194,18.924665,7.171485,28.325668,16.514585,5.805522,155.121277,0,51.491859,77.694214,76.378883,8.912210,20.183477,8.640101,16.842743,8.615649,16.152716,8.945260,15.370202,9.712216,16.774382,10.769626,15.856842,11.264130,16.813776,-0.01558,-0.01450,-0.01972,0.00291,0.00944,-0.01271,0.00540,0.00140,-0.93777,0.10391,0,3.27764
0.009,0,7.545007,0.739432,-4.809000,6.052506,17.848316,5.082826,0,11.117012,0.000000,0,0,19.580652,7.219870,4.790785,0,-7.664342,16.121702,0.000000,0,0,0,0,0,0,0,-6.668619,18.917677,7.178500,27.827036,16.543821,5.808658,154.652191,0,51.667770,77.483482,76.352501,8.953968,20.237619,8.643880,16.830986,8.617735,16.141699,8.949778,15.366019,9.713039,16.772226,10.769492,15.853582,11.265569,16.812193,-0.01294,-0.01253,-0.02028,0.00220,0.01055,-0.01250,0.00497,0.00495,-0.91746,0.10438,0,3.27728
0.010,0,7.542950,0.739444,-4.633165,6.047903,17.845110,5.074875,0,11.077570,0.000000,0,0,19.591997,7.218525,4.791440,0,-7.655118,16.113834,0.000000,0,0,0,0,0,0,0,-6.668854,18.910933,7.183147,27.278353,16.570448,5.812690,154.161133,0,51.757248,77.367882,76.414543,8.969054,20.261829,8.647573,16.823133,8.617861,16.133909,8.951593,15.361577,9.712260,16.769188,10.768554,15.850360,11.266132,16.808922,-0.01802,-0.01393,-0.02015,0.00306,0.00889,-0.01246,0.00598,0.00236,-0.88608,0.10461,0,3.27728
0.011,0,7.540423,0.738677,-4.452923,6.043429,17.840986,5.068284,0,11.023767,0.000000,0,0,19.603367,7.216972,4.792264,0,-7.642353,16.105974,0.000000,0,0,0,0,0,0,0,-6.662496,18.904238,7.187310,26.719421,16.596539,5.816864,153.665573,0,51.829025,77.271774,76.494690,8.978677,20.279907,8.651251,16.816080,8.617586,16.126780,8.952857,15.357081,9.711152,16.765968,10.767451,15.847145,11.266517,16.805304,-0.01718,-0.01339,-0.01989,0.00292,0.00937,-0.01339,0.00416,0.00203,-0.85432,0.10029,0,3.27728
0.012,0,7.537895,0.737910,-4.272681,6.038956,17.836864,5.061692,0,10.969964,0.000000,0,0,19.614737,7.215420,4.793087,0,-7.629588,16.098114,0.000000,0,0,0,0,0,0,0,-6.656138,18.897543,7.191473,26.160488,16.622629,5.821854,153.169998,0,51.900803,77.175667,76.574844,8.988299,20.297985,8.654928,16.809027,8.617311,16.119650,8.954120,15.352587,9.710045,16.762747,10.766348,15.843930,11.266902,16.801685,-0.01340,-0.01477,-0.02018,0.00381,0.00956,-0.01332,0.00513,0.00285,-0.83140,0.09951,0,3.27728
0.013,0,7.535368,0.737143,-4.092439,6.034483,17.832741,5.055101,0,10.916161,0.000000,0,0,19.626106,7.213868,4.793911,0,-7.616822,16.090254,0.000000,0,0,0,0,0,0,0,-6.649780,18.890848,7.195636,25.601555,16.648720,5.826967,152.674438,0,51.972576,77.079559,76.654991,8.997923,20.316063,8.658606,16.801973,8.617035,16.112520,8.955383,15.348091,9.708937,16.759527,10.765245,15.840715,11.267286,16.798067,-0.01591,-0.01304,-0.02104,0.00337,0.00930,-0.01248,0.00512,0.00336,-0.81318,0.09955,0,3.27727
0.014,0,7.540014,0.747329,-3.903490,6.030786,17.832941,5.053350,0,10.771774,0.000000,0,0,19.637217,7.210814,4.797558,0,-7.594200,16.082737,0.000000,0,0,0,0,0,0,0,-6.636735,18.884106,7.203639,25.089365,16.672974,5.832791,153.037354,0,51.770741,77.069679,76.775093,8.998333,20.332573,8.659039,16.794838,8.621103,16.105162,8.957852,15.342189,9.707926,16.755463,10.766322,15.839079,11.267898,16.795988,-0.01286,-0.01239,-0.01961,0.00345,0.01077,-0.01381,0.00513,0.00424,-0.78972,0.09946,0,3.27712
0.015,0,7.546129,0.759758,-3.712758,6.027248,17.834026,5.052591,0,10.608835,0.000000,0,0,19.648273,7.207454,4.801784,0,-7.569558,16.075291,0.000000,0,0,0,0,0,0,0,-6.622321,18.877352,7.212429,24.586748,16.696852,5.838684,153.576080,0,51.512863,77.077446,76.903381,8.996857,20.348763,8.658807,16.787687,8.626061,16.097754,8.960568,15.335998,9.706933,16.751225,10.767845,15.837766,11.268556,16.794222,-0.01758,-0.01336,-0.01985,0.00410,0.00921,-0.01388,0.00659,0.00326,-0.76663,0.10071,0,3.27699
0.016,0,7.552244,0.772188,-3.522026,6.023711,17.835112,5.051832,0,10.445896,0.000000,0,0,19.659330,7.204093,4.806010,0,-7.544917,16.067844,0.000000,0,0,0,0,0,0,0,-6.607907,18.870600,7.221219,24.084131,16.720730,5.844980,154.114822,0,51.254986,77.085220,77.031662,8.995379,20.364954,8.658576,16.780537,8.631020,16.090347,8.963285,15.329806,9.705941,16.746986,10.769369,15.836452,11.269214,16.792456,-0.01312,-0.01709,-0.02906,0.01225,0.00459,-0.01756,-0.00048,0.00217,-0.74387,0.10001,0,3.27722
0.017,0,7.558360,0.784617,-3.331293,6.020173,17.836195,5.051073,0,10.282957,0.000000,0,0,19.670387,7.200733,4.810236,0,-7.520275,16.060398,0.000000,0,0,0,0,0,0,0,-6.593493,18.863848,7.230008,23.581516,16.744608,5.851289,154.653564,0,50.997108,77.092995,77.159950,8.993903,20.381144,8.658344,16.773384,8.635978,16.082939,8.966002,15.323615,9.704949,16.742750,10.770892,15.835139,11.269872,16.790689,-0.01758,-0.01364,-0.01929,-0.00087,0.00815,-0.01179,0.00385,0.00424,-0.70936,0.10740,0,3.27744
0.018,0,7.557491,0.778074,-3.144172,6.017103,17.833588,5.041539,0,10.020126,0.000000,0,0,19.680870,7.197237,4.812439,0,-7.510438,16.053165,0.000000,0,0,0,0,0,0,0,-6.576819,18.857464,7.241115,22.897898,16.768076,5.857669,154.710129,0,50.825939,77.085152,77.093536,8.992238,20.420677,8.662807,16.765078,8.639744,16.077599,8.967594,15.318769,9.705395,16.738504,10.771951,15.831609,11.269673,16.789043,-0.01684,-0.01249,-0.01930,0.00245,0.00986,-0.01018,0.00501,0.00093,-0.67726,0.10507,0,3.27744
0.019,0,7.555192,0.767645,-2.957791,6.014129,17.830225,5.030209,0,9.736835,0.000000,0,0,19.691235,7.193713,4.814229,0,-7.503633,16.045975,0.000000,0,0,0,0,0,0,0,-6.559682,18.851154,7.252696,22.177208,16.791460,5.864069,154.667938,0,50.672527,77.074112,76.987251,8.990533,20.464993,8.668230,16.756535,8.643266,16.072680,8.968957,15.314198,9.706134,16.734257,10.772913,15.827624,11.269300,16.787420,-0.01991,-0.01431,-0.02193,0.00685,0.00735,-0.01357,0.00408,0.00297,-0.65441,0.10638,0,3.27742
0.020,0,7.552893,0.757217,-2.771410,6.011156,17.826860,5.018879,0,9.453544,0.000000,0,0,19.701599,7.190190,4.816019,0,-7.496829,16.038786,0.000000,0,0,0,0,0,0,0,-6.542546,18.844845,7.264277,21.456518,16.814846,5.870584,154.625748,0,50.519115,77.063065,76.880966,8.988829,20.509308,8.673654,16.747990,8.646788,16.067762,8.970320,15.309628,9.706874,16.730009,10.773876,15.823640,11.268927,16.785797,-0.01709,-0.01341,-0.02103,0.00365,0.00721,-0.01257,0.00627,-0.00058,-0.63110,0.10569,0,3.27711
0.021,0,7.550594,0.746788,-2.585029,6.008182,17.823498,5.007548,0,9.170253,0.000000,0,0,19.711964,7.186666,4.817809,0,-7.490024,16.031597,0.000000,0,0,0,0,0,0,0,-6.525410,18.838535,7.275857,20.735828,16.838230,5.877151,154.583557,0,50.365707,77.052025,76.774673,8.987124,20.553623,8.679076,16.739447,8.650310,16.062843,8.971683,15.305058,9.707613,16.725763,10.774838,15.819655,11.268554,16.784176,-0.01725,-0.01346,-0.02012,0.00289,0.00842,-0.01139,0.00507,0.00349,-0.60729,0.10679,0,3.27686
0.022,0,7.555487,0.755541,-2.399680,6.005810,17.823702,4.988302,0,8.787070,0.000000,0,0,19.721289,7.193393,4.819636,0,-7.495661,16.024055,0.000000,0,0,0,0,0,0,0,-6.516272,18.832060,7.280727,19.783669,16.858265,5.884012,154.586227,0,50.324234,76.960876,76.818123,8.943604,20.523987,8.679429,16.729052,8.652457,16.051115,8.974595,15.297014,9.705705,16.720169,10.774544,15.815978,11.267909,16.782272,-0.01780,-0.01324,-0.01985,0.00316,0.00824,-0.01053,0.00453,0.00313,-0.57950,0.10497,0,3.27739
0.023,0,7.561854,0.768224,-2.214543,6.003561,17.824636,4.967434,0,8.383428,0.000000,0,0,19.730398,7.202219,4.821472,0,-7.503847,16.016441,0.000000,0,0,0,0,0,0,0,-6.508771,18.825548,7.284222,18.784100,16.877613,5.890934,154.598083,0,50.305691,76.853325,76.892242,8.891521,20.479202,8.678743,16.718279,8.654324,16.037992,8.977825,15.288260,9.703254,16.714300,10.773991,15.812364,11.267209,16.780313,-0.01862,-0.01304,-0.02070,0.00229,0.00775,-0.01153,0.00575,0.00086,-0.55804,0.10059,0,3.27787
0.024,0,7.568220,0.780906,-2.029406,6.001312,17.825571,4.946567,0,7.979785,0.000000,0,0,19.739510,7.211044,4.823307,0,-7.512032,16.008827,0.000000,0,0,0,0,0,0,0,-6.501271,18.819036,7.287718,17.784529,16.896961,5.898211,154.609940,0,50.287148,76.745773,76.966362,8.839437,20.434418,8.678058,16.707506,8.656190,16.024868,8.981055,15.279505,9.700803,16.708429,10.773438,15.808749,11.266509,16.778353,-0.01856,-0.01319,-0.02064,0.00545,0.00892,-0.01431,0.00484,0.00293,-0.52553,0.10128,0,3.27749
0.025,0,7.574587,0.793589,-1.844269,5.999063,17.826506,4.925699,0,7.576142,0.000000,0,0,19.748621,7.219870,4.825142,0,-7.520218,16.001213,0.000000,0,0,0,0,0,0,0,-6.493771,18.812525,7.291213,16.784960,16.916309,5.905550,154.621796,0,50.268604,76.638222,77.040474,8.787352,20.389633,8.677372,16.696733,8.658055,16.011745,8.984285,15.270750,9.698352,16.702560,10.772884,15.805134,11.265810,16.776394,-0.01818,-0.01306,-0.01861,0.00276,0.00867,-0.01369,0.00647,0.00662,-0.48542,0.09927,0,3.27713
0.026,0,7.578465,0.791980,-1.660385,5.997546,17.826862,4.912763,0,7.094252,0.000000,0,0,19.755665,7.221685,4.826665,0,-7.543303,15.993748,0.000000,0,0,0,0,0,0,0,-6.475139,18.806017,7.293907,15.514531,16.936241,5.913248,154.459946,0,50.314266,76.430107,76.986336,8.769544,20.379236,8.677612,16.687998,8.659443,16.001331,8.988241,15.263618,9.696900,16.698090,10.771555,15.800806,11.263472,16.772673,-0.01770,-0.01380,-0.02012,0.00410,0.00781,-0.01243,0.00571,0.00152,-0.46183,0.09851,0,3.27721
0.027,0,7.581832,0.787445,-1.476758,5.996178,17.827103,4.901452,0,6.596334,0.000000,0,0,19.762285,7.222064,4.828125,0,-7.569439,15.986313,0.000000,0,0,0,0,0,0,0,-6.454228,18.799509,7.296437,14.188626,16.956291,5.921001,154.262512,0,50.373074,76.201401,76.905914,8.758757,20.375883,8.678042,16.679678,8.660732,15.991471,8.992346,15.256819,9.695654,16.693905,10.770066,15.796332,11.260798,16.768591,-0.01790,-0.01363,-0.02191,0.00305,0.00676,-0.01179,0.00573,0.00275,-0.43821,0.09889,0,3.27730
0.028,0,7.585200,0.782910,-1.293131,5.994810,17.827341,4.890140,0,6.098417,0.000000,0,0,19.768906,7.222443,4.829584,0,-7.595576,15.978878,0.000000,0,0,0,0,0,0,0,-6.433316,18.793003,7.298967,12.862720,16.976341,5.929066,154.065079,0,50.431885,75.972694,76.825500,8.747969,20.372532,8.678473,16.671360,8.662022,15.981612,8.996450,15.250020,9.694407,16.689720,10.768578,15.791859,11.258123,16.764509,-0.01852,-0.01361,-0.02020,0.00352,0.00913,-0.01191,0.00447,0.00306,-0.41232,0.10341,0,3.27769
0.029,0,7.588568,0.778375,-1.109504,5.993442,17.827581,4.878829,0,5.600499,0.000000,0,0,19.775526,7.222822,4.831044,0,-7.621713,15.971443,0.000000,0,0,0,0,0,0,0,-6.412405,18.786495,7.301497,11.536816,16.996391,5.937174,153.867661,0,50.490692,75.743988,76.745087,8.737182,20.369179,8.678902,16.663040,8.663311,15.971753,9.000554,15.243220,9.693160,16.685535,10.767089,15.787385,11.255450,16.760427,-0.01775,-0.01287,-0.02110,0.00229,0.01048,-0.01304,0.00444,0.00068,-0.38790,0.10510,0,3.27803
0.030,0,7.587012,0.779909,-0.927260,5.992639,17.827295,4.878993,0,5.057208,0.000000,0,0,19.780231,7.221683,4.833496,0,-7.653600,15.963677,0.000000,0,0,0,0,0,0,0,-6.349039,18.779915,7.300848,10.134237,17.004128,5.945530,153.477585,0,50.405701,75.594627,76.854912,8.733295,20.365925,8.678462,16.652985,8.661511,15.966193,9.005422,15.232455,9.689175,16.678896,10.766212,15.784527,11.252504,16.757265,-0.01961,-0.01285,-0.01897,0.00453,0.00875,-0.01280,0.00608,0.00715,-0.36176,0.10505,0,3.27772
0.031,0,7.584448,0.782687,-0.745300,5.991951,17.826902,4.881508,0,4.504623,0.000000,0,0,19.784546,7.220232,4.836151,0,-7.686666,15.955844,0.000000,0,0,0,0,0,0,0,-6.276977,18.773321,7.299547,8.715955,17.009340,5.953927,153.048050,0,50.291256,75.461517,77.003708,8.730823,20.362692,8.677843,16.642574,8.659079,15.961515,9.010446,15.220879,9.684628,16.671753,10.765461,15.782001,11.249503,16.754292,-0.01713,-0.01351,-0.02095,0.00349,0.01008,-0.01310,0.00566,0.00018,-0.32514,0.10568,0,3.27743
0.032,0,7.581883,0.785464,-0.563339,5.991263,17.826509,4.884024,0,3.952039,0.000000,0,0,19.788858,7.218782,4.838806,0,-7.719732,15.948010,0.000000,0,0,0,0,0,0,0,-6.204915,18.766726,7.298246,7.297672,17.014553,5.962554,152.618515,0,50.176807,75.328400,77.152504,8.728350,20.359457,8.677224,16.632162,8.656646,15.956837,9.015470,15.209301,9.680082,16.664610,10.764710,15.779474,11.246501,16.751320,-0.01892,-0.01355,-0.02135,0.00290,0.00837,-0.01209,0.00521,0.00237,-0.28497,0.10779,0,3.27727
0.033,0,7.579319,0.788242,-0.381379,5.990575,17.826117,4.886539,0,3.399454,0.000000,0,0,19.793173,7.217332,4.841461,0,-7.752798,15.940176,0.000000,0,0,0,0,0,0,0,-6.132853,18.760132,7.296945,5.879389,17.019766,5.971220,152.188980,0,50.062363,75.195290,77.301300,8.725877,20.356224,8.676605,16.621752,8.654214,15.952159,9.020493,15.197724,9.675535,16.657467,10.763959,15.776947,11.243500,16.748346,-0.01790,-0.01328,-0.02011,0.00293,0.00715,-0.01300,0.00590,0.00392,-0.26244,0.10434,0,3.27714
0.034,0,7.580630,0.792303,-0.200779,5.990423,17.830910,4.888074,0,2.806237,0.000000,0,0,19.795965,7.217768,4.843637,0,-7.780161,15.932519,0.000000,0,0,0,0,0,0,0,-6.456318,18.753786,7.296875,4.693171,17.020744,5.980119,151.613831,0,50.077320,75.131172,77.475464,8.728925,20.357298,8.682350,16.614557,8.657015,15.945068,9.027532,15.192679,9.674643,16.655918,10.766821,15.780103,11.244591,16.750988,-0.01621,-0.01064,-0.01553,0.00820,0.01003,-0.00965,0.00961,0.00510,-0.23536,0.10430,0,3.27737
0.035,0,7.582736,0.796626,-0.020457,5.990380,17.836765,4.889408,0,2.204696,0.000000,0,0,19.798449,7.218589,4.845714,0,-7.806358,15.924898,0.000000,0,0,0,0,0,0,0,-6.860795,18.747492,7.297056,3.554484,17.020855,5.989061,151.008865,0,50.118782,75.081192,77.654831,8.733103,20.359253,8.689399,16.608021,8.660888,15.937484,9.034984,15.188972,9.674498,16.655516,10.770423,15.784421,11.246521,16.754778,-0.01701,-0.01383,-0.02214,0.00217,0.00773,-0.01414,0.00285,0.00134,-0.21126,0.10191,0,3.27756
0.036,0,7.584842,0.800950,0.159864,5.990338,17.842621,4.890741,0,1.603156,0.000000,0,0,19.800932,7.219411,4.847791,0,-7.832554,15.917277,0.000000,0,0,0,0,0,0,0,-7.265272,18.741198,7.297237,2.415797,17.020966,5.998260,150.403885,0,50.160244,75.031212,77.834198,8.737282,20.361208,8.696447,16.601484,8.664761,15.929899,9.042435,15.185265,9.674354,16.655113,10.774025,15.788740,11.248450,16.758570,-0.01729,-0.01214,-0.02062,0.00199,0.00788,-0.01158,0.00570,0.00168,-0.18523,0.10359,0,3.27702
0.037,0,7.586947,0.805273,0.340186,5.990295,17.848476,4.892075,0,1.001616,0.361185,0,0,19.803415,7.220233,4.849868,0,-7.858750,15.909657,0.000000,0,0,0,0,0,0,0,-7.669749,18.734903,7.297419,1.277110,17.021076,6.007510,149.798904,0,50.201706,74.981232,78.013557,8.741460,20.363163,8.703496,16.594950,8.668633,15.922315,9.049887,15.181558,9.674209,16.654711,10.777627,15.793058,11.250380,16.762360,-0.01788,-0.01256,-0.02003,0.00381,0.00870,-0.01337,0.00475,0.00201,-0.16860,0.10080,0,3.27656
0.038,1,7.591202,0.804822,0.518279,5.990939,17.851748,4.896363,1,0.393670,2.801623,0,1,19.803701,7.217271,4.855750,0,-7.880057,15.901680,0.000000,0,1,0,0,1,0,0,-8.461913,18.729118,7.293596,0.444967,17.019140,6.017048,149.663300,0,50.305458,75.080978,78.168221,8.743917,20.363371,8.705060,16.587063,8.671204,15.913950,9.053011,15.179051,9.674279,16.653505,10.780964,15.796080,11.252349,16.765320,-0.01785,-0.01292,-0.02147,0.00290,0.00723,-0.01114,0.00653,0.00811,-0.12040,0.09881,0,3.27717
0.039,0,7.595898,0.803393,0.695915,5.991723,17.854490,4.901256,0,-0.215589,4.881776,1,0,19.803537,7.213533,4.862411,0,-7.900362,15.893630,0.000000,0,0,0,0,0,0,0,-9.333482,18.723438,7.288953,-0.324390,17.016783,6.026643,149.623810,0,50.421970,75.211395,78.317825,8.746020,20.363224,8.705501,16.578899,8.673507,15.905426,9.055249,15.176790,9.674395,16.652136,10.784246,15.798836,11.254327,16.768110,-0.01674,-0.01354,-0.02217,0.00398,0.00720,-0.01239,0.00670,-0.00084,-0.08024,0.09662,0,3.27772
0.040,0,7.600593,0.801964,0.873552,5.992507,17.857233,4.906148,0,-0.824848,4.887859,1,0,19.803373,7.209796,4.869072,0,-7.920668,15.885581,0.000000,0,0,0,0,0,0,0,-10.205051,18.717758,7.284310,-1.093747,17.014427,6.036558,149.584335,0,50.538483,75.341820,78.467430,8.748125,20.363075,8.705942,16.570736,8.675810,15.896902,9.057487,15.174530,9.674509,16.650764,10.787530,15.801591,11.256305,16.770901,-0.01797,-0.01378,-0.01903,0.00455,0.00943,-0.01126,0.00461,0.00278,-0.05573,0.09790,0,3.27742
0.041,0,7.605288,0.800535,1.051189,5.993291,17.859976,4.911042,0,-1.434107,4.893383,1,0,19.803211,7.206059,4.875733,0,-7.940973,15.877531,0.000000,0,0,0,0,0,0,0,-11.076620,18.712078,7.279666,-1.863104,17.012072,6.046533,149.544861,0,50.654995,75.472237,78.617035,8.750229,20.362926,8.706383,16.562574,8.678113,15.888378,9.059726,15.172270,9.674624,16.649395,10.790812,15.804347,11.258282,16.773691,-0.01928,-0.01418,-0.01918,0.00336,0.00769,-0.01371,0.00571,0.00482,-0.02730,0.09515,0,3.27715
0.042,0,7.607631,0.810247,1.231371,5.994588,17.862555,4.912973,0,-2.010953,4.895686,1,0,19.800901,7.205231,4.878230,0,-7.937025,15.869394,0.000000,0,0,0,0,0,0,0,-12.380499,18.707880,7.282657,-2.261546,17.009140,6.056850,149.785416,0,50.600761,75.665627,78.801765,8.751662,20.361347,8.706179,16.551071,8.680968,15.880362,9.060425,15.168714,9.673599,16.646553,10.793587,15.806604,11.259288,16.775534,-0.01627,-0.01254,-0.01922,0.00325,0.00996,-0.01288,0.00591,0.00596,-0.00295,0.09851,0,3.27753
0.043,0,7.609494,0.822240,1.412075,5.995990,17.865101,4.914298,0,-2.581161,4.897790,1,0,19.798155,7.204998,4.879873,0,-7.928109,15.861239,0.000000,0,0,0,0,0,0,0,-13.772923,18.703987,7.287210,-2.584017,17.006092,6.067222,150.083313,0,50.511559,75.871918,78.993690,8.752959,20.359476,8.705842,16.538885,8.683936,15.872449,9.060809,15.164891,9.672341,16.643410,10.796257,15.808759,11.260094,16.777180,-0.01849,-0.01409,-0.02239,0.00337,0.01065,-0.01319,0.00408,0.00270,0.02156,0.10267,0,3.27788
0.044,0,7.611356,0.834234,1.592779,5.997392,17.867645,4.915623,0,-3.151369,4.898747,1,0,19.795406,7.204765,4.881517,0,-7.919193,15.853085,0.000000,0,0,0,0,0,0,0,-15.165347,18.700092,7.291764,-2.906488,17.003042,6.077910,150.381226,0,50.422356,76.078209,79.185608,8.754255,20.357603,8.705506,16.526699,8.686903,15.864536,9.061193,15.161070,9.671083,16.640266,10.798926,15.810914,11.260900,16.778828,-0.01938,-0.01295,-0.02108,0.00548,0.00852,-0.01187,0.00682,0.00372,0.04861,0.10299,0,3.27765
0.045,0,7.613218,0.846228,1.773483,5.998794,17.870192,4.916948,0,-3.721577,4.900137,1,0,19.792660,7.204532,4.883161,0,-7.910277,15.844931,0.000000,0,0,0,0,0,0,0,-16.557772,18.696198,7.296318,-3.228959,16.999994,6.088645,150.679123,0,50.333153,76.284492,79.377533,8.755552,20.355732,8.705170,16.514513,8.689871,15.856624,9.061578,15.157248,9.669826,16.637123,10.801597,15.813069,11.261706,16.780474,-0.01724,-0.01356,-0.02059,0.00367,0.00923,-0.01401,0.00497,0.00197,0.08525,0.10402,0,3.27740
0.046,0,7.615472,0.837986,1.952375,6.000829,17.871683,4.919203,0,-4.196329,4.904015,1,0,19.787281,7.206964,4.889086,0,-7.879722,15.836958,0.000000,0,0,0,0,0,0,0,-17.349566,18.671089,7.299799,-3.245776,16.995625,6.099654,150.655701,0,50.128773,76.454346,79.664719,8.756471,20.354984,8.708435,16.508471,8.692480,15.851656,9.063789,15.151921,9.667712,16.633543,10.804260,15.816191,11.263039,16.782953,-0.01688,-0.01339,-0.02090,0.00366,0.00956,-0.01222,0.00583,0.00225,0.12384,0.10371,0,3.27687
